Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/13/2017,8.4,Park Plaza County Hall London, United Kingdom , The only thing that mark the hotel down on was the room didn t have a window that opened Not a problem with the aircon on but I like fresh air when I sleep The bed was a little uncomfortable but no bed is ever the same as your own The shower head leaked and made the floor wet but that wasn t an inconvenience to me more of a pain for the housekeeping I guess ,78,6117, The staff were kind polite very helpful and you could have a joke with them too We received a room upgrade upon check in The room was fabulous The hotel was clean and well presented We loved it and would definitely stay again and recommend to others ,49,1,9.2,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",21 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/12/2017,8.4,Park Plaza County Hall London, Australia , The view from our room ,7,6117, Breakfast was awesome Staff were very friendly and extremely helpful The Bar Restaurant was very convenient and provided great service Loved the food and drinks they had to offer The bedroom and shower was nice I enjoyed my stay and would definitely book a room at Park Plaza County Hall next time I m in town In terms of location you can t beat it all the landmarks are within walking distance and Waterloo station is just around the corner so you can get around town on the tube very easily ,93,1,10.0,"[' Leisure trip ', ' Group ', ' Superior Twin Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",22 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/12/2017,8.4,Park Plaza County Hall London, South Africa , The location was disappointing due to all the construction in the area which I was unaware of and which spoilt the view from my room I found the area very congested and noisy so would probably not use the hotel again I realize however that this is a personal preference and other guests may enjoy the area ,59,6117, The staff were very friendly and helpful and the room was clean and comfortable ,16,1,7.1,"[' Leisure trip ', ' Family with young children ', ' Superior Twin Room ', ' Stayed 3 nights ']",22 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/12/2017,8.4,Park Plaza County Hall London, United Arab Emirates , The reception staff were really unhelpful and glum They never smiled Almost any request was too much trouble In a hotel that has no swimming pool or public rooms the reception staff are key These appear to have been poorly selected trained and not proactively managed A poor reflection of the brand and hotel ,56,6117, Great location and helpful porters and concierge staff ,10,4,4.6,"[' Leisure trip ', ' Family with young children ', ' Penthouse Suite Family ', ' Stayed 4 nights ']",22 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/11/2017,8.4,Park Plaza County Hall London, Philippines , I discussed my grievance with the duty manager who promised me she would address them upon checkout Upon checkout I was told she was busy however she would email me with her findings As of now now communication have been made ,43,6117, NOTHING,2,39,2.5,"[' Leisure trip ', ' Couple ', ' Studio Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",23 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/11/2017,8.4,Park Plaza County Hall London, United Kingdom , Room had a few damaged bits here and there Very clean though the bed was big but I found it as firm as the sofa bed in our room Air con seemed to be low in the day and fast and very cold in the early hours The other main issue was the lifts In busy times we waited 15 minutes as we had a baby buggy with us I had 1 gripe as I m quite OCD and don t like reusing towels i didn t receive the extra towels I ordered from housekeeping twice once each day ,101,6117, Breakfast that was available no veggie full breakfast was very good with nice pastries Staff were nice and sociable throughout the hotel ,24,12,7.9,"[' Leisure trip ', ' Family with young children ', ' Studio Double Family ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",23 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/11/2017,8.4,Park Plaza County Hall London, Australia , Small for a family of 4 A little over priced for what you get however expected for that time of year Not enough pillows House keeping knocked at our door fairly early which was disappointing as we just flew for 24hours ,43,6117, Location of the property,5,12,6.3,"[' Leisure trip ', ' Family with young children ', ' Studio Double Family ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",23 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/11/2017,8.4,Park Plaza County Hall London, United States of America , Air conditioning was a problem We had to let them know twice before it was handled Overall we very much loved our stay ,25,6117, upgraded our room went out of their way to quickly check us in The restaurant was a pleasant surprise very good food and service ,26,2,10.0,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ']",23 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/11/2017,8.4,Park Plaza County Hall London, United Kingdom , Booked a double room but had two single beds pushed together with two single duvets being with my partner we weren t happy as we had to sleep separated due to this Also there is not enough milk coffee and sugar left in the room,46,6117,No Positive,0,1,7.5,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",23 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/11/2017,8.4,Park Plaza County Hall London, Australia , Booking com has wrong room advertised for Penthouse suite actual room very disappointing Who is to Blame here Staff at reception not helpful about mix up House keeping is very average and be prepared for very long wait for breakfast in the mornings hotel is more concerned about money than the customer 1st photo is what you are shown of room at time of booking next photos actual room After spending over 800 pounds for 2 nights not happy Hotel says there is nothing they can do about what images are shown of rooms yet all there images are copyrighted as per there website has been happening a long time but I believe they are happy for it to keep happening as when you have booked and arrived it s too late money is paid what you going to do attitude ,143,6117, Location was great to be honest but after that it s all down hill ,16,1,4.2,"[' Leisure trip ', ' Couple ', ' Penthouse Suite Family ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",23 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/10/2017,8.4,Park Plaza County Hall London, United Kingdom , The breakfast was not how I expected it Also the breakfast staff on the restaurant was not as welcoming ,21,6117, Welcoming staff on the front desk Very helpeful Amazing location and view from bedroom ,16,1,9.6,"[' Leisure trip ', ' Family with young children ', ' Executive Studio City View ', ' Stayed 1 night ', ' Submitted from a mobile device ']",24 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/9/2017,8.4,Park Plaza County Hall London, United States of America , I called the hotel to ask if I can pay the last night of our family stay by Maestro debit card and the hotel staff confirmed this is possible When we checked out appeared it is not possible not a huge problem but staff are giving incorrect information ,50,6117, Great central location 5 min walk from London eye Big Ben Waterloo station Very clean hotel and great service ,21,6,10.0,"[' Leisure trip ', ' Family with young children ', ' Studio Double Room ', ' Stayed 4 nights ']",25 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/9/2017,8.4,Park Plaza County Hall London, India , There is nothing significant to dislike As a way to improve they should provide the following two things especially for families with little kids liquid handwash in the bathroom bottled drinking water because the tap water may not be suitable for young children most hotels around the world in this price range do not charge for water for kids ,61,6117, The kitchenette in the room is just the thing a family needs The view of London Eye is great The staff is quite responsive to all needs This includes everyone from front desk restaurant housekeeping and concierge They were very courteous and helpful to us The breakfast is very good too A lot of variety The hotel location is the best part Very close to the Waterloo station A number of trains to places outside of London originate terminate here Couple of bus stops are also nearby Westminster bridge London Eye and other tourist attractions on the river bank are just a short walk The county hall area has a few decent restaurants a starbucks and a convenience store The booking com offer of free entry tickets to various attractions saved us a lot of money It is a very good offer ,144,1,9.6,"[' Leisure trip ', ' Family with young children ', ' Studio Double Family ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",25 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/9/2017,8.4,Park Plaza County Hall London, Belgium , Breakfast was a little busy Hit the peak you would wait but the staff laid out juice coffee for anyone in a queue Breakfast quality itself was excellent,29,6117, Little extras made a big difference It was a hot day when we arrived to our room yet the staff had left a keycard in the slot so the air on continued to run had closed the curtains so the room was comfortable There were drinks not the normal water but fruit juices which the kids loved We were a towel short 1 evening 1 phone call to reception towels appeared at the door within 5 minutes The location is superb 5 minutes walk from Waterloo train station so easy access a stone throw from the London Eye the South Bank a bridge walk to either Westminster or Soho We were on the 13th floor we could have been in the country It was quiet no road or plane noise at all ,134,2,10.0,"[' Leisure trip ', ' Family with young children ', ' Executive Studio City View Family ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",25 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/9/2017,8.4,Park Plaza County Hall London, Denmark ,No Negative,0,6117, Loved the location close to two subway stations big rooms with microwave gym and sauna Aurora spa services also great Liked the good security on entering the property Would go back again Especially with families ,37,3,8.3,"[' Leisure trip ', ' Group ', ' Studio Double Family ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",25 days,51.5014001,-0.1160092
